,UNAT NA Equity
2019-09-25,77.4985
2019-09-26,77.4985
2019-09-27,77.4985
2019-09-28,77.4985
2019-09-29,77.4985
2019-09-30,77.4985
2019-10-01,77.4985
2019-10-02,77.4985
2019-10-03,77.4985
2019-10-04,77.4985
2019-10-05,77.4985
2019-10-06,77.4985
2019-10-07,77.4985
2019-10-08,77.4985
2019-10-09,77.4985
2019-10-10,77.4985
2019-10-11,77.4985
2019-10-12,77.4985
2019-10-13,77.4985
2019-10-14,77.4985
2019-10-15,77.4985
2019-10-16,77.4985
2019-10-17,77.4985
2019-10-18,77.4985
2019-10-19,77.4985
2019-10-20,77.4985
2019-10-21,77.4985
2019-10-22,77.4985
2019-10-23,77.4985
2019-10-24,77.4985
2019-10-25,77.4985
2019-10-26,77.4985
2019-10-27,77.4985
2019-10-28,77.4985
2019-10-29,77.4985
2019-10-30,77.4985
2019-10-31,77.4985
2019-11-01,77.4985
2019-11-02,77.4985
2019-11-03,77.4985
2019-11-04,77.4985
2019-11-05,77.4985
2019-11-06,77.4985
2019-11-07,77.4985
2019-11-08,77.4985
2019-11-09,77.4985
2019-11-10,77.4985
2019-11-11,77.4985
2019-11-12,77.4985
2019-11-13,77.4985
2019-11-14,77.4985
2019-11-15,77.4985
2019-11-16,77.4985
2019-11-17,77.4985
2019-11-18,77.4985
2019-11-19,77.4985
2019-11-20,77.4985
2019-11-21,77.4985
2019-11-22,77.4985
2019-11-23,77.4985
2019-11-24,77.4985
2019-11-25,77.4985
2019-11-26,77.4985
2019-11-27,77.4985
2019-11-28,77.4985
2019-11-29,77.4985
2019-11-30,77.4985
2019-12-01,77.4985
2019-12-02,77.4985
2019-12-03,77.4985
2019-12-04,77.4985
2019-12-05,77.4985
2019-12-06,77.4985
2019-12-07,77.4985
2019-12-08,77.4985
2019-12-09,77.4985
2019-12-10,77.4985
2019-12-11,77.4985
2019-12-12,77.4985
2019-12-13,77.4985
2019-12-14,77.4985
2019-12-15,77.4985
2019-12-16,77.4985
2019-12-17,77.4985
2019-12-18,77.4985
2019-12-19,77.4985
2019-12-20,77.4985
2019-12-21,77.4985
2019-12-22,77.4985
2019-12-23,77.4985
2019-12-24,77.4985
2019-12-25,77.4985
2019-12-26,77.4985
2019-12-27,77.4985
2019-12-28,77.4985
2019-12-29,77.4985
2019-12-30,77.4985
2019-12-31,45.7522
2020-01-01,45.7522
2020-01-02,45.7522
2020-01-03,45.7522
2020-01-04,45.7522
2020-01-05,45.7522
2020-01-06,45.7522
2020-01-07,45.7522
2020-01-08,45.7522
2020-01-09,45.7522
2020-01-10,45.7522
2020-01-11,45.7522
2020-01-12,45.7522
2020-01-13,45.7522
2020-01-14,45.7522
2020-01-15,45.7522
2020-01-16,45.7522
2020-01-17,45.7522
2020-01-18,45.7522
2020-01-19,45.7522
2020-01-20,45.7522
2020-01-21,45.7522
2020-01-22,45.7522
2020-01-23,45.7522
2020-01-24,45.7522
2020-01-25,45.7522
2020-01-26,45.7522
2020-01-27,45.7522
2020-01-28,45.7522
2020-01-29,45.7522
2020-01-30,45.7522
2020-01-31,45.7522
2020-02-01,45.7522
2020-02-02,45.7522
2020-02-03,45.7522
2020-02-04,45.7522
2020-02-05,45.7522
2020-02-06,45.7522
2020-02-07,45.7522
2020-02-08,45.7522
2020-02-09,45.7522
2020-02-10,45.7522
2020-02-11,45.7522
2020-02-12,45.7522
2020-02-13,45.7522
2020-02-14,45.7522
2020-02-15,45.7522
2020-02-16,45.7522
2020-02-17,45.7522
2020-02-18,45.7522
2020-02-19,45.7522
2020-02-20,45.7522
2020-02-21,45.7522
2020-02-22,45.7522
2020-02-23,45.7522
2020-02-24,45.7522
2020-02-25,45.7522
2020-02-26,45.7522
2020-02-27,45.7522
2020-02-28,45.7522
2020-02-29,45.7522
2020-03-01,45.7522
2020-03-02,45.7522
2020-03-03,45.7522
2020-03-04,45.7522
2020-03-05,45.7522
2020-03-06,45.7522
2020-03-07,45.7522
2020-03-08,45.7522
2020-03-09,45.7522
2020-03-10,45.7522
2020-03-11,45.7522
2020-03-12,45.7522
2020-03-13,45.7522
2020-03-14,45.7522
2020-03-15,45.7522
2020-03-16,45.7522
2020-03-17,45.7522
2020-03-18,45.7522
2020-03-19,45.7522
2020-03-20,45.7522
2020-03-21,45.7522
2020-03-22,45.7522
2020-03-23,45.7522
2020-03-24,45.7522
2020-03-25,45.7522
2020-03-26,45.7522
2020-03-27,45.7522
2020-03-28,45.7522
2020-03-29,45.7522
2020-03-30,45.7522
2020-03-31,45.7522
2020-04-01,45.7522
2020-04-02,45.7522
2020-04-03,45.7522
2020-04-04,45.7522
2020-04-05,45.7522
2020-04-06,45.7522
2020-04-07,45.7522
2020-04-08,45.7522
2020-04-09,45.7522
2020-04-10,45.7522
2020-04-11,45.7522
2020-04-12,45.7522
2020-04-13,45.7522
2020-04-14,45.7522
2020-04-15,45.7522
2020-04-16,45.7522
2020-04-17,45.7522
2020-04-18,45.7522
2020-04-19,45.7522
2020-04-20,45.7522
2020-04-21,45.7522
2020-04-22,45.7522
2020-04-23,45.7522
2020-04-24,45.7522
2020-04-25,45.7522
2020-04-26,45.7522
2020-04-27,45.7522
2020-04-28,45.7522
2020-04-29,45.7522
2020-04-30,45.7522
2020-05-01,45.7522
2020-05-02,45.7522
2020-05-03,45.7522
2020-05-04,45.7522
2020-05-05,45.7522
2020-05-06,45.7522
2020-05-07,45.7522
2020-05-08,45.7522
2020-05-09,45.7522
2020-05-10,45.7522
2020-05-11,45.7522
2020-05-12,45.7522
2020-05-13,45.7522
2020-05-14,45.7522
2020-05-15,45.7522
2020-05-16,45.7522
2020-05-17,45.7522
2020-05-18,45.7522
2020-05-19,45.7522
2020-05-20,45.7522
2020-05-21,45.7522
2020-05-22,45.7522
2020-05-23,45.7522
2020-05-24,45.7522
2020-05-25,45.7522
2020-05-26,45.7522
2020-05-27,45.7522
2020-05-28,45.7522
2020-05-29,45.7522
2020-05-30,45.7522
2020-05-31,45.7522
2020-06-01,45.7522
2020-06-02,45.7522
2020-06-03,45.7522
2020-06-04,45.7522
2020-06-05,45.7522
2020-06-06,45.7522
2020-06-07,45.7522
2020-06-08,45.7522
2020-06-09,45.7522
2020-06-10,45.7522
2020-06-11,45.7522
2020-06-12,45.7522
2020-06-13,45.7522
2020-06-14,45.7522
2020-06-15,45.7522
2020-06-16,45.7522
2020-06-17,45.7522
2020-06-18,45.7522
2020-06-19,45.7522
2020-06-20,45.7522
2020-06-21,45.7522
2020-06-22,45.7522
2020-06-23,45.7522
2020-06-24,45.7522
2020-06-25,45.7522
2020-06-26,45.7522
2020-06-27,45.7522
2020-06-28,45.7522
2020-06-29,45.7522
2020-06-30,41.6452
2020-07-01,41.6452
2020-07-02,41.6452
2020-07-03,41.6452
2020-07-04,41.6452
2020-07-05,41.6452
2020-07-06,41.6452
2020-07-07,41.6452
2020-07-08,41.6452
2020-07-09,41.6452
2020-07-10,41.6452
2020-07-11,41.6452
2020-07-12,41.6452
2020-07-13,41.6452
2020-07-14,41.6452
2020-07-15,41.6452
2020-07-16,41.6452
2020-07-17,41.6452
2020-07-18,41.6452
2020-07-19,41.6452
2020-07-20,41.6452
2020-07-21,41.6452
2020-07-22,41.6452
2020-07-23,41.6452
2020-07-24,41.6452
2020-07-25,41.6452
2020-07-26,41.6452
2020-07-27,41.6452
2020-07-28,41.6452
2020-07-29,41.6452
2020-07-30,41.6452
2020-07-31,41.6452
2020-08-01,41.6452
2020-08-02,41.6452
2020-08-03,41.6452
2020-08-04,41.6452
2020-08-05,41.6452
2020-08-06,41.6452
2020-08-07,41.6452
2020-08-08,41.6452
2020-08-09,41.6452
2020-08-10,41.6452
2020-08-11,41.6452
2020-08-12,41.6452
2020-08-13,41.6452
2020-08-14,41.6452
2020-08-15,41.6452
2020-08-16,41.6452
2020-08-17,41.6452
2020-08-18,41.6452
2020-08-19,41.6452
2020-08-20,41.6452
2020-08-21,41.6452
2020-08-22,41.6452
2020-08-23,41.6452
2020-08-24,41.6452
2020-08-25,41.6452
2020-08-26,41.6452
2020-08-27,41.6452
2020-08-28,41.6452
2020-08-29,41.6452
2020-08-30,41.6452
2020-08-31,41.6452
2020-09-01,41.6452
2020-09-02,41.6452
2020-09-03,41.6452
2020-09-04,41.6452
2020-09-05,41.6452
2020-09-06,41.6452
2020-09-07,41.6452
2020-09-08,41.6452
2020-09-09,41.6452
2020-09-10,41.6452
2020-09-11,41.6452
2020-09-12,41.6452
2020-09-13,41.6452
2020-09-14,41.6452
2020-09-15,41.6452
2020-09-16,41.6452
2020-09-17,41.6452
2020-09-18,41.6452
2020-09-19,41.6452
2020-09-20,41.6452
2020-09-21,41.6452
2020-09-22,41.6452
2020-09-23,41.6452
2020-09-24,41.6452
2020-09-25,41.6452
2020-09-26,41.6452
2020-09-27,41.6452
2020-09-28,41.6452
2020-09-29,41.6452
2020-09-30,41.6452
2020-10-01,41.6452
2020-10-02,41.6452
2020-10-03,41.6452
2020-10-04,41.6452
2020-10-05,41.6452
2020-10-06,41.6452
2020-10-07,41.6452
2020-10-08,41.6452
2020-10-09,41.6452
2020-10-10,41.6452
2020-10-11,41.6452
2020-10-12,41.6452
2020-10-13,41.6452
2020-10-14,41.6452
2020-10-15,41.6452
2020-10-16,41.6452
2020-10-17,41.6452
2020-10-18,41.6452
2020-10-19,41.6452
2020-10-20,41.6452
2020-10-21,41.6452
2020-10-22,41.6452
2020-10-23,41.6452
2020-10-24,41.6452
2020-10-25,41.6452
2020-10-26,41.6452
2020-10-27,41.6452
2020-10-28,41.6452
2020-10-29,41.6452
2020-10-30,41.6452
2020-10-31,41.6452
2020-11-01,41.6452
2020-11-02,41.6452
2020-11-03,41.6452
2020-11-04,41.6452
2020-11-05,41.6452
2020-11-06,41.6452
2020-11-07,41.6452
2020-11-08,41.6452
2020-11-09,41.6452
2020-11-10,41.6452
2020-11-11,41.6452
2020-11-12,41.6452
2020-11-13,41.6452
2020-11-14,41.6452
2020-11-15,41.6452
2020-11-16,41.6452
2020-11-17,41.6452
2020-11-18,41.6452
2020-11-19,41.6452
2020-11-20,41.6452
2020-11-21,41.6452
2020-11-22,41.6452
2020-11-23,41.6452
2020-11-24,41.6452
2020-11-25,41.6452
2020-11-26,41.6452
2020-11-27,41.6452
2020-11-28,41.6452
2020-11-29,41.6452
2020-11-30,41.6452
2020-12-01,41.6452
2020-12-02,41.6452
2020-12-03,41.6452
2020-12-04,41.6452
2020-12-05,41.6452
2020-12-06,41.6452
2020-12-07,41.6452
2020-12-08,41.6452
2020-12-09,41.6452
2020-12-10,41.6452
2020-12-11,41.6452
2020-12-12,41.6452
2020-12-13,41.6452
2020-12-14,41.6452
2020-12-15,41.6452
2020-12-16,41.6452
2020-12-17,41.6452
2020-12-18,41.6452
2020-12-19,41.6452
2020-12-20,41.6452
2020-12-21,41.6452
2020-12-22,41.6452
2020-12-23,41.6452
2020-12-24,41.6452
2020-12-25,41.6452
2020-12-26,41.6452
2020-12-27,41.6452
2020-12-28,41.6452
2020-12-29,41.6452
2020-12-30,41.6452
2020-12-31,41.6452
2021-01-01,41.6452
2021-01-02,41.6452
2021-01-03,41.6452
2021-01-04,41.6452
2021-01-05,41.6452
2021-01-06,41.6452
2021-01-07,41.6452
2021-01-08,41.6452
2021-01-09,41.6452
2021-01-10,41.6452
2021-01-11,41.6452
2021-01-12,41.6452
2021-01-13,41.6452
2021-01-14,41.6452
2021-01-15,41.6452
2021-01-16,41.6452
2021-01-17,41.6452
2021-01-18,41.6452
2021-01-19,41.6452
2021-01-20,41.6452
2021-01-21,41.6452
2021-01-22,41.6452
2021-01-23,41.6452
2021-01-24,41.6452
2021-01-25,41.6452
2021-01-26,41.6452
2021-01-27,41.6452
2021-01-28,41.6452
2021-01-29,41.6452
2021-01-30,41.6452
2021-01-31,41.6452
2021-02-01,41.6452
2021-02-02,41.6452
2021-02-03,41.6452
2021-02-04,41.6452
2021-02-05,41.6452
2021-02-06,41.6452
2021-02-07,41.6452
2021-02-08,41.6452
2021-02-09,41.6452
2021-02-10,41.6452
2021-02-11,41.6452
2021-02-12,41.6452
2021-02-13,41.6452
2021-02-14,41.6452
2021-02-15,41.6452
2021-02-16,41.6452
2021-02-17,41.6452
2021-02-18,41.6452
2021-02-19,41.6452
2021-02-20,41.6452
2021-02-21,41.6452
2021-02-22,41.6452
2021-02-23,41.6452
2021-02-24,41.6452
2021-02-25,41.6452
2021-02-26,41.6452
2021-02-27,41.6452
2021-02-28,41.6452
2021-03-01,41.6452
2021-03-02,41.6452
2021-03-03,41.6452
2021-03-04,41.6452
2021-03-05,41.6452
2021-03-06,41.6452
2021-03-07,41.6452
2021-03-08,41.6452
2021-03-09,41.6452
2021-03-10,41.6452
2021-03-11,41.6452
2021-03-12,41.6452
2021-03-13,41.6452
2021-03-14,41.6452
2021-03-15,41.6452
2021-03-16,41.6452
2021-03-17,41.6452
2021-03-18,41.6452
2021-03-19,41.6452
2021-03-20,41.6452
2021-03-21,41.6452
2021-03-22,41.6452
2021-03-23,41.6452
2021-03-24,41.6452
2021-03-25,41.6452
2021-03-26,41.6452
2021-03-27,41.6452
2021-03-28,41.6452
2021-03-29,41.6452
2021-03-30,41.6452
2021-03-31,41.6452
2021-04-01,41.6452
2021-04-02,41.6452
2021-04-03,41.6452
2021-04-04,41.6452
2021-04-05,41.6452
2021-04-06,41.6452
2021-04-07,41.6452
2021-04-08,41.6452
2021-04-09,41.6452
2021-04-10,41.6452
2021-04-11,41.6452
2021-04-12,41.6452
2021-04-13,41.6452
2021-04-14,41.6452
2021-04-15,41.6452
2021-04-16,41.6452
2021-04-17,41.6452
2021-04-18,41.6452
2021-04-19,41.6452
2021-04-20,41.6452
2021-04-21,41.6452
2021-04-22,41.6452
2021-04-23,41.6452
2021-04-24,41.6452
2021-04-25,41.6452
2021-04-26,41.6452
2021-04-27,41.6452
2021-04-28,41.6452
2021-04-29,41.6452
2021-04-30,41.6452
2021-05-01,41.6452
2021-05-02,41.6452
2021-05-03,41.6452
2021-05-04,41.6452
2021-05-05,41.6452
2021-05-06,41.6452
2021-05-07,41.6452
2021-05-08,41.6452
2021-05-09,41.6452
2021-05-10,41.6452
2021-05-11,41.6452
2021-05-12,41.6452
2021-05-13,41.6452
2021-05-14,41.6452
2021-05-15,41.6452
2021-05-16,41.6452
2021-05-17,41.6452
2021-05-18,41.6452
2021-05-19,41.6452
2021-05-20,41.6452
2021-05-21,41.6452
2021-05-22,41.6452
2021-05-23,41.6452
2021-05-24,41.6452
2021-05-25,41.6452
2021-05-26,41.6452
2021-05-27,41.6452
2021-05-28,41.6452
2021-05-29,41.6452
2021-05-30,41.6452
2021-05-31,41.6452
2021-06-01,41.6452
2021-06-02,41.6452
2021-06-03,41.6452
2021-06-04,41.6452
2021-06-05,41.6452
2021-06-06,41.6452
2021-06-07,41.6452
2021-06-08,41.6452
2021-06-09,41.6452
2021-06-10,41.6452
2021-06-11,41.6452
2021-06-12,41.6452
2021-06-13,41.6452
2021-06-14,41.6452
2021-06-15,41.6452
2021-06-16,41.6452
2021-06-17,41.6452
2021-06-18,41.6452
2021-06-19,41.6452
2021-06-20,41.6452
2021-06-21,41.6452
2021-06-22,41.6452
2021-06-23,41.6452
2021-06-24,41.6452
2021-06-25,41.6452
2021-06-26,41.6452
2021-06-27,41.6452
2021-06-28,41.6452
2021-06-29,41.6452
2021-06-30,41.6452
2021-07-01,41.6452
2021-07-02,41.6452
2021-07-03,41.6452
2021-07-04,41.6452
2021-07-05,41.6452
2021-07-06,41.6452
2021-07-07,41.6452
2021-07-08,41.6452
2021-07-09,41.6452
2021-07-10,41.6452
2021-07-11,41.6452
2021-07-12,41.6452
2021-07-13,41.6452
2021-07-14,41.6452
2021-07-15,41.6452
2021-07-16,41.6452
2021-07-17,41.6452
2021-07-18,41.6452
2021-07-19,41.6452
2021-07-20,41.6452
2021-07-21,41.6452
2021-07-22,41.6452
2021-07-23,41.6452
2021-07-24,41.6452
2021-07-25,41.6452
2021-07-26,41.6452
2021-07-27,41.6452
2021-07-28,41.6452
2021-07-29,41.6452
2021-07-30,41.6452
2021-07-31,41.6452
2021-08-01,41.6452
2021-08-02,41.6452
2021-08-03,41.6452
2021-08-04,41.6452
2021-08-05,41.6452
2021-08-06,41.6452
2021-08-07,41.6452
2021-08-08,41.6452
2021-08-09,41.6452
2021-08-10,41.6452
2021-08-11,41.6452
2021-08-12,41.6452
2021-08-13,41.6452
2021-08-14,41.6452
2021-08-15,41.6452
2021-08-16,41.6452
2021-08-17,41.6452
2021-08-18,41.6452
2021-08-19,41.6452
2021-08-20,41.6452
2021-08-21,41.6452
2021-08-22,41.6452
2021-08-23,41.6452
2021-08-24,41.6452
2021-08-25,41.6452
2021-08-26,41.6452
2021-08-27,41.6452
2021-08-28,41.6452
2021-08-29,41.6452
2021-08-30,41.6452
2021-08-31,41.6452
2021-09-01,41.6452
2021-09-02,41.6452
2021-09-03,41.6452
2021-09-04,41.6452
2021-09-05,41.6452
2021-09-06,41.6452
2021-09-07,41.6452
2021-09-08,41.6452
2021-09-09,41.6452
2021-09-10,41.6452
2021-09-11,41.6452
2021-09-12,41.6452
2021-09-13,41.6452
2021-09-14,41.6452
2021-09-15,41.6452
2021-09-16,41.6452
2021-09-17,41.6452
2021-09-18,41.6452
2021-09-19,41.6452
2021-09-20,41.6452
2021-09-21,41.6452
2021-09-22,41.6452
2021-09-23,41.6452
2021-09-24,41.6452
2021-09-25,41.6452
2021-09-26,41.6452
2021-09-27,41.6452
2021-09-28,41.6452
2021-09-29,41.6452
2021-09-30,41.6452
2021-10-01,41.6452
2021-10-02,41.6452
2021-10-03,41.6452
2021-10-04,41.6452
2021-10-05,41.6452
2021-10-06,41.6452
2021-10-07,41.6452
2021-10-08,41.6452
2021-10-09,41.6452
2021-10-10,41.6452
2021-10-11,41.6452
2021-10-12,41.6452
2021-10-13,41.6452
2021-10-14,41.6452
2021-10-15,41.6452
2021-10-16,41.6452
2021-10-17,41.6452
2021-10-18,41.6452
2021-10-19,41.6452
2021-10-20,41.6452
2021-10-21,41.6452
2021-10-22,41.6452
2021-10-23,41.6452
2021-10-24,41.6452
2021-10-25,41.6452
2021-10-26,41.6452
2021-10-27,41.6452
2021-10-28,41.6452
2021-10-29,41.6452
2021-10-30,41.6452
2021-10-31,41.6452
2021-11-01,41.6452
2021-11-02,41.6452
2021-11-03,41.6452
2021-11-04,41.6452
2021-11-05,41.6452
2021-11-06,41.6452
2021-11-07,41.6452
2021-11-08,41.6452
2021-11-09,41.6452
2021-11-10,41.6452
2021-11-11,41.6452
2021-11-12,41.6452
2021-11-13,41.6452
2021-11-14,41.6452
2021-11-15,41.6452
2021-11-16,41.6452
2021-11-17,41.6452
2021-11-18,41.6452
2021-11-19,41.6452
2021-11-20,41.6452
2021-11-21,41.6452
2021-11-22,41.6452
2021-11-23,41.6452
2021-11-24,41.6452
2021-11-25,41.6452
2021-11-26,41.6452
2021-11-27,41.6452
2021-11-28,41.6452
2021-11-29,41.6452
2021-11-30,41.6452
2021-12-01,41.6452
2021-12-02,41.6452
2021-12-03,41.6452
2021-12-04,41.6452
2021-12-05,41.6452
2021-12-06,41.6452
2021-12-07,41.6452
2021-12-08,41.6452
2021-12-09,41.6452
2021-12-10,41.6452
2021-12-11,41.6452
2021-12-12,41.6452
2021-12-13,41.6452
2021-12-14,41.6452
2021-12-15,41.6452
2021-12-16,41.6452
2021-12-17,41.6452
2021-12-18,41.6452
2021-12-19,41.6452
2021-12-20,41.6452
2021-12-21,41.6452
2021-12-22,41.6452
2021-12-23,41.6452
2021-12-24,41.6452
2021-12-25,41.6452
2021-12-26,41.6452
2021-12-27,41.6452
2021-12-28,41.6452
2021-12-29,41.6452
2021-12-30,41.6452
2021-12-31,41.6452
2022-01-01,41.6452
2022-01-02,41.6452
2022-01-03,41.6452
2022-01-04,41.6452
2022-01-05,41.6452
2022-01-06,41.6452
2022-01-07,41.6452
2022-01-08,41.6452
2022-01-09,41.6452
2022-01-10,41.6452
2022-01-11,41.6452
2022-01-12,41.6452
2022-01-13,41.6452
2022-01-14,41.6452
2022-01-15,41.6452
2022-01-16,41.6452
2022-01-17,41.6452
2022-01-18,41.6452
2022-01-19,41.6452
2022-01-20,41.6452
2022-01-21,41.6452
2022-01-22,41.6452
2022-01-23,41.6452
2022-01-24,41.6452
2022-01-25,41.6452
2022-01-26,41.6452
2022-01-27,41.6452
2022-01-28,41.6452
2022-01-29,41.6452
2022-01-30,41.6452
2022-01-31,41.6452
2022-02-01,41.6452
2022-02-02,41.6452
2022-02-03,41.6452
2022-02-04,41.6452
2022-02-05,41.6452
2022-02-06,41.6452
2022-02-07,41.6452
2022-02-08,41.6452
2022-02-09,41.6452
2022-02-10,41.6452
2022-02-11,41.6452
2022-02-12,41.6452
2022-02-13,41.6452
2022-02-14,41.6452
2022-02-15,41.6452
2022-02-16,41.6452
2022-02-17,41.6452
2022-02-18,41.6452
2022-02-19,41.6452
2022-02-20,41.6452
2022-02-21,41.6452
2022-02-22,41.6452
2022-02-23,41.6452
2022-02-24,41.6452
2022-02-25,41.6452
2022-02-26,41.6452
2022-02-27,41.6452
2022-02-28,41.6452
2022-03-01,41.6452
2022-03-02,41.6452
2022-03-03,41.6452
2022-03-04,41.6452
2022-03-05,41.6452
2022-03-06,41.6452
2022-03-07,41.6452
2022-03-08,41.6452
2022-03-09,41.6452
2022-03-10,41.6452
2022-03-11,41.6452
2022-03-12,41.6452
2022-03-13,41.6452
2022-03-14,41.6452
2022-03-15,41.6452
2022-03-16,41.6452
2022-03-17,41.6452
2022-03-18,41.6452
2022-03-19,41.6452
2022-03-20,41.6452
2022-03-21,41.6452
2022-03-22,41.6452
2022-03-23,41.6452
2022-03-24,41.6452
2022-03-25,41.6452
2022-03-26,41.6452
2022-03-27,41.6452
2022-03-28,41.6452
2022-03-29,41.6452
2022-03-30,41.6452
2022-03-31,41.6452
2022-04-01,41.6452
2022-04-02,41.6452
2022-04-03,41.6452
2022-04-04,41.6452
2022-04-05,41.6452
2022-04-06,41.6452
2022-04-07,41.6452
2022-04-08,41.6452
2022-04-09,41.6452
2022-04-10,41.6452
2022-04-11,41.6452
2022-04-12,41.6452
2022-04-13,41.6452
2022-04-14,41.6452
2022-04-15,41.6452
2022-04-16,41.6452
2022-04-17,41.6452
2022-04-18,41.6452
2022-04-19,41.6452
2022-04-20,41.6452
2022-04-21,41.6452
2022-04-22,41.6452
2022-04-23,41.6452
2022-04-24,41.6452
2022-04-25,41.6452
2022-04-26,41.6452
2022-04-27,41.6452
2022-04-28,41.6452
2022-04-29,41.6452
2022-04-30,41.6452
2022-05-01,41.6452
2022-05-02,41.6452
2022-05-03,41.6452
2022-05-04,41.6452
2022-05-05,41.6452
2022-05-06,41.6452
2022-05-07,41.6452
2022-05-08,41.6452
2022-05-09,41.6452
2022-05-10,41.6452
2022-05-11,41.6452
2022-05-12,41.6452
2022-05-13,41.6452
2022-05-14,41.6452
2022-05-15,41.6452
2022-05-16,41.6452
2022-05-17,41.6452
2022-05-18,41.6452
2022-05-19,41.6452
2022-05-20,41.6452
2022-05-21,41.6452
2022-05-22,41.6452
2022-05-23,41.6452
2022-05-24,41.6452
2022-05-25,41.6452
2022-05-26,41.6452
2022-05-27,41.6452
2022-05-28,41.6452
2022-05-29,41.6452
2022-05-30,41.6452
2022-05-31,41.6452
2022-06-01,41.6452
2022-06-02,41.6452
2022-06-03,41.6452
2022-06-04,41.6452
2022-06-05,41.6452
2022-06-06,41.6452
2022-06-07,41.6452
2022-06-08,41.6452
2022-06-09,41.6452
2022-06-10,41.6452
2022-06-11,41.6452
2022-06-12,41.6452
2022-06-13,41.6452
2022-06-14,41.6452
2022-06-15,41.6452
2022-06-16,41.6452
2022-06-17,41.6452
2022-06-18,41.6452
2022-06-19,41.6452
2022-06-20,41.6452
2022-06-21,41.6452
2022-06-22,41.6452
2022-06-23,41.6452
2022-06-24,41.6452
2022-06-25,41.6452
2022-06-26,41.6452
2022-06-27,41.6452
2022-06-28,41.6452
2022-06-29,41.6452
2022-06-30,41.6452
2022-07-01,41.6452
2022-07-02,41.6452
2022-07-03,41.6452
2022-07-04,41.6452
2022-07-05,41.6452
2022-07-06,41.6452
2022-07-07,41.6452
2022-07-08,41.6452
2022-07-09,41.6452
2022-07-10,41.6452
2022-07-11,41.6452
2022-07-12,41.6452
2022-07-13,41.6452
2022-07-14,41.6452
2022-07-15,41.6452
2022-07-16,41.6452
2022-07-17,41.6452
2022-07-18,41.6452
2022-07-19,41.6452
2022-07-20,41.6452
2022-07-21,41.6452
2022-07-22,41.6452
2022-07-23,41.6452
2022-07-24,41.6452
2022-07-25,41.6452
2022-07-26,41.6452
2022-07-27,41.6452
2022-07-28,41.6452
2022-07-29,41.6452
2022-07-30,41.6452
2022-07-31,41.6452
2022-08-01,41.6452
2022-08-02,41.6452
2022-08-03,41.6452
2022-08-04,41.6452
2022-08-05,41.6452
2022-08-06,41.6452
2022-08-07,41.6452
2022-08-08,41.6452
2022-08-09,41.6452
2022-08-10,41.6452
2022-08-11,41.6452
2022-08-12,41.6452
2022-08-13,41.6452
2022-08-14,41.6452
2022-08-15,41.6452
2022-08-16,41.6452
2022-08-17,41.6452
2022-08-18,41.6452
2022-08-19,41.6452
2022-08-20,41.6452
2022-08-21,41.6452
2022-08-22,41.6452
2022-08-23,41.6452
2022-08-24,41.6452
2022-08-25,41.6452
2022-08-26,41.6452
2022-08-27,41.6452
2022-08-28,41.6452
2022-08-29,41.6452
2022-08-30,41.6452
2022-08-31,41.6452
2022-09-01,41.6452
2022-09-02,41.6452
2022-09-03,41.6452
2022-09-04,41.6452
2022-09-05,41.6452
2022-09-06,41.6452
2022-09-07,41.6452
2022-09-08,41.6452
2022-09-09,41.6452
2022-09-10,41.6452
2022-09-11,41.6452
2022-09-12,41.6452
2022-09-13,41.6452
2022-09-14,41.6452
2022-09-15,41.6452
2022-09-16,41.6452
2022-09-17,41.6452
2022-09-18,41.6452
2022-09-19,41.6452
2022-09-20,41.6452
2022-09-21,41.6452
2022-09-22,41.6452
2022-09-23,41.6452
2022-09-24,41.6452
2022-09-25,41.6452
2022-09-26,41.6452
2022-09-27,41.6452
2022-09-28,41.6452
2022-09-29,41.6452
2022-09-30,41.6452
2022-10-01,41.6452
2022-10-02,41.6452
2022-10-03,41.6452
2022-10-04,41.6452
2022-10-05,41.6452
2022-10-06,41.6452
2022-10-07,41.6452
2022-10-08,41.6452
2022-10-09,41.6452
2022-10-10,41.6452
2022-10-11,41.6452
2022-10-12,41.6452
2022-10-13,41.6452
2022-10-14,41.6452
2022-10-15,41.6452
2022-10-16,41.6452
2022-10-17,41.6452
2022-10-18,41.6452
2022-10-19,41.6452
2022-10-20,41.6452
2022-10-21,41.6452
2022-10-22,41.6452
2022-10-23,41.6452
2022-10-24,41.6452
2022-10-25,41.6452
2022-10-26,41.6452
2022-10-27,41.6452
2022-10-28,41.6452
2022-10-29,41.6452
2022-10-30,41.6452
2022-10-31,41.6452
2022-11-01,41.6452
2022-11-02,41.6452
2022-11-03,41.6452
2022-11-04,41.6452
2022-11-05,41.6452
2022-11-06,41.6452
2022-11-07,41.6452
2022-11-08,41.6452
2022-11-09,41.6452
2022-11-10,41.6452
2022-11-11,41.6452
2022-11-12,41.6452
2022-11-13,41.6452
2022-11-14,41.6452
2022-11-15,41.6452
2022-11-16,41.6452
2022-11-17,41.6452
2022-11-18,41.6452
2022-11-19,41.6452
2022-11-20,41.6452
2022-11-21,41.6452
2022-11-22,41.6452
2022-11-23,41.6452
2022-11-24,41.6452
2022-11-25,41.6452
2022-11-26,41.6452
2022-11-27,41.6452
2022-11-28,41.6452
2022-11-29,41.6452
2022-11-30,41.6452
2022-12-01,41.6452
2022-12-02,41.6452
